Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,86.30999755859375,85.5,86.12999725341797,85.94999694824219,22483800.0,83.25637817382812
2018-01-03,86.51000213623047,85.97000122070312,86.05999755859375,86.3499984741211,26061400.0,83.64384460449219
2018-01-04,87.66000366210938,86.56999969482422,86.58999633789062,87.11000061035156,21912000.0,84.3800277709961
2018-01-05,88.41000366210938,87.43000030517578,87.66000366210938,88.19000244140625,23407100.0,85.42617797851562
2018-01-08,88.58000183105469,87.5999984741211,88.19999694824219,88.27999877929688,22113000.0,85.51335906982422
2018-01-09,88.7300033569336,87.86000061035156,88.6500015258789,88.22000122070312,19484300.0,85.45523834228516
2018-01-10,88.19000244140625,87.41000366210938,87.86000061035156,87.81999969482422,18652200.0,85.06777954101562
2018-01-11,88.12999725341797,87.23999786376953,88.12999725341797,88.08000183105469,17808900.0,85.31963348388672
2018-01-12,89.77999877929688,88.44999694824219,88.66999816894531,89.5999984741211,24271500.0,86.7919921875
2018-01-16,90.79000091552734,88.01000213623047,90.0999984741211,88.3499984741211,36599700.0,85.58116149902344
2018-01-17,90.27999877929688,88.75,89.08000183105469,90.13999938964844,25621200.0,87.3150634765625
2018-01-18,90.66999816894531,89.66000366210938,89.80000305175781,90.0999984741211,24159700.0,87.27632141113281
2018-01-19,90.61000061035156,89.66000366210938,90.13999938964844,90.0,36875000.0,87.17945861816406
2018-01-22,91.62000274658203,89.73999786376953,90.0,91.61000061035156,23601600.0,88.73900604248047
2018-01-23,92.30000305175781,91.54000091552734,91.9000015258789,91.9000015258789,23412800.0,89.0199203491211
2018-01-24,93.43000030517578,91.58000183105469,92.55000305175781,91.81999969482422,33277500.0,88.94242095947266
2018-01-25,93.23999786376953,91.93000030517578,92.47000122070312,92.33000183105469,26383200.0,89.43643188476562
2018-01-26,94.05999755859375,92.58000183105469,93.12000274658203,94.05999755859375,29172200.0,91.11221313476562
2018-01-29,95.44999694824219,93.72000122070312,95.13999938964844,93.91999816894531,31569900.0,90.97660064697266
2018-01-30,93.66000366210938,92.0999984741211,93.30000305175781,92.73999786376953,38635100.0,89.83358764648438
2018-01-31,95.4000015258789,93.51000213623047,93.75,95.01000213623047,48756300.0,92.03245544433594
2018-02-01,96.06999969482422,93.58000183105469,94.79000091552734,94.26000213623047,47227900.0,91.30594635009766
2018-02-02,93.97000122070312,91.5,93.63999938964844,91.77999877929688,47867800.0,88.90367126464844
2018-02-05,93.23999786376953,88.0,90.55999755859375,88.0,51031500.0,85.24213409423828
2018-02-06,91.4800033569336,85.25,86.88999938964844,91.33000183105469,67998600.0,88.46778106689453
2018-02-07,91.7699966430664,89.19999694824219,90.48999786376953,89.61000061035156,41107600.0,86.80168914794922
2018-02-08,89.87999725341797,84.76000213623047,89.70999908447266,85.01000213623047,55628700.0,82.3458480834961
2018-02-09,88.93000030517578,83.83000183105469,86.30000305175781,88.18000030517578,63499100.0,85.41648864746094
2018-02-12,89.77999877929688,87.93000030517578,88.73999786376953,89.12999725341797,35720300.0,86.33670806884766
2018-02-13,90.0,87.80000305175781,88.93000030517578,89.83000183105469,26407700.0,87.01477813720703
2018-02-14,90.98999786376953,88.41000366210938,88.51000213623047,90.80999755859375,34960900.0,88.37727355957031
2018-02-15,92.72000122070312,90.62000274658203,91.20999908447266,92.66000366210938,27823900.0,90.17772674560547
2018-02-16,93.5,91.80000305175781,92.44999694824219,92.0,30596900.0,89.53539276123047
2018-02-20,93.05999755859375,91.01000213623047,91.4800033569336,92.72000122070312,30911700.0,90.23611450195312
2018-02-21,93.36000061035156,91.48999786376953,92.9800033569336,91.48999786376953,26922500.0,89.0390625
2018-02-22,92.7300033569336,91.36000061035156,92.05000305175781,91.7300033569336,24392800.0,89.27264404296875
